DEGLU4	DEGLU5	DEINH3	MEGLU1	MEGLU10	MEGLU11	MEINH2	TEGLU17	TEGLU23	TEGLU4	TEINH12
lightcyan3	0.00017297107782278	0.0187086913948964	5.87918243988102e-05	4.52854282767894e-05	0.0416154734858924	0.0584006670873877	0.000403602854840443	0.000313832905144719	0.000239056526865744	2.17424851227542e-05	0.013347383036875
lightgoldenrodyellow	0.673896985226156	0.514288882143373	0.529451893773044	0.745241055709447	0.949617400686786	0.885361012714714	0.314633097582551	0.207046147945536	0.782333872536114	0.162429625029467	0.287897116114716
lightyellow2	0.00968552476053619	0.186626540389378	0.00264384679655368	0.42010690149751	0.56131004458062	0.395840199542128	0.0400647635821877	0.293805206451446	0.272584566633145	0.0219926142687838	0.320632914744337
magenta2	5.74195142928193e-06	1.08028251229332e-13	0.000108384470559804	1.12129711431877e-07	7.41059616991914e-39	2.64170636806472e-25	6.15269495796708e-06	0.000931292241661262	3.57601596853185e-13	0.82940182972658	3.42127729562836e-23
magenta4	0.00861792246634981	3.48654986002651e-05	2.28268110645164e-05	0.000336684132755658	2.01706901950087e-05	0.000217456526250118	1.20370256267005e-05	4.09918900194947e-05	0.000847854252882774	1.05791359803836e-07	0.000812254723399469
papayawhip	1.24480628167374e-05	0.00100172371725711	0.00368022754167027	1.36673950399762e-06	3.78915505754793e-18	2.20416948363219e-15	0.000147090916436045	0.00582703178649474	0.0195598679661823	0.214934554671809	0.0320465168358844
purple1	1.74579168911707e-09	3.19208904438816e-05	2.29331662942139e-08	6.77671226022925e-08	2.24254533030853e-07	1.41583335460961e-05	8.47120387507587e-06	2.38504092362238e-08	1.31340580382818e-10	1.02935083379774e-09	1.63693140313745e-07
salmon1	0.0549952912041655	0.169530713397521	0.137869310467115	0.301722108883746	0.631855984482466	0.594710556829689	0.0182820478636379	0.748247068294956	0.38053057435218	0.331803856414822	0.0118876646505856
seagreen	0.000293839622597024	0.0653390115918889	0.15188626255433	0.0281659888013674	0.0203910492085955	0.0164836764724127	0.0652536576445782	0.0274151386566052	0.0513621701676594	0.00875128732921494	0.00829899420422575
tan1	7.75949541561332e-13	8.64752248049337e-06	1.51598416613674e-09	2.4471711054024e-11	4.51735414008311e-05	0.00268969762962547	3.43673491986136e-13	1.26789045412414e-10	2.47524607305736e-06	2.61324758143519e-14	2.4724105763703e-08
yellowgreen	0.00464377628292891	0.000274842070885677	0.00504637393613386	0.00175269026561872	1.16585259140241e-09	1.31330997362126e-13	0.00904924619210872	4.12428462656892e-08	0.0090372365428134	7.68901919779559e-07	0.0971843012900716
aquamarine3	0.0206536792113208	0.00903442598451253	0.00389756754828964	0.00430346391658309	2.01013260685098e-10	4.59437472706046e-17	0.000225035538435362	1.27685027429149e-08	0.0126145874044094	0.000555526670980786	0.00202519827425087
black	1.27448897273548e-07	1.7419941832749e-27	3.90794276474151e-16	2.64672651199327e-12	3.24638685431525e-23	1.52106422634857e-29	8.04480271788563e-16	5.36831944299095e-06	8.42569663497802e-09	0.00563880914857925	4.87035683206169e-12
honeydew2	0.000117223869294211	3.29734073779945e-05	0.00054781779035399	1.51433022918461e-05	0.0146321915888772	0.000106058896401191	0.000503105946511853	0.0266238685543525	0.00172972692637789	0.000150665098381826	0.000947248456243513
lavenderblush1	0.0346012475652635	0.00940933265839554	0.0129868578060309	0.0105135435336664	5.97523072859586e-10	2.20498345888637e-08	0.0312303599208413	0.0105409389087855	0.00189187319434576	0.110595959974908	0.000116456923281072
lawngreen	0.164298523081153	0.237057929129262	0.127846040049039	0.0879672317710916	0.274405747959501	0.487268879540285	0.478419838875086	0.0840357962905424	0.00838012116130572	0.00454559052992543	0.0150691569809143
lightcyan2	0.00169162575885397	0.0137961318033791	0.0169563273276554	0.0932446533306688	0.000817846275836669	0.000109295828177698	0.0169887513646965	0.000960585952315114	0.0269612731720618	0.010193521881095	0.00062080165994829
olivedrab3	0.0120358656200727	0.0108898480613882	0.25272988346798	0.0427328875025607	1.38207230167601e-07	0.000202469016588692	0.294728122877789	0.00157589626454013	0.0182166139612665	0.187297108374576	0.0238187825278502
orchid1	0.00441432811070413	0.00149388109130359	0.11305379500607	0.00485653416971374	1.25203529802846e-16	1.40434561682462e-06	0.336124812542247	4.7608716123163e-07	3.39758626716963e-06	0.00435750259725008	0.00545511931716658
peachpuff2	5.55450960805374e-82	2.18794162816502e-85	6.93123640186461e-110	3.06627518058429e-97	6.7990176045655e-39	5.35291897573157e-95	2.18649810705403e-110	1.40621086137342e-39	1.34550473705589e-39	1.81317236500044e-65	5.62838709332559e-56
plum3	0.0262523901679422	0.224049475358836	0.103042518450247	0.188075066202069	0.564939634776572	0.252594220361629	0.0844189234516111	0.0803610361737728	0.00400051881954223	0.00637304770879812	0.0121911600127189
sienna1	0.935216803635705	0.146757571848008	0.940598824949839	0.563157528312961	3.78610684589057e-12	0.000128133309901711	0.78245497806835	0.991734617064909	0.00146841307776647	0.999936638843102	2.70879146534447e-06
snow	0.0527209132086663	0.0485549823223648	0.0266345299443308	0.0694341669146594	0.0347592614455857	0.0298791502176096	0.085736137702035	0.211736358813537	0.194746258523188	0.649537434844309	0.150712089517293
beige	0.204383406266182	0.00048064198863394	0.624982042930447	0.0616990512251952	3.68186925843049e-18	8.03519784723617e-09	0.353502193093127	0.776975573829968	7.05763401661928e-05	0.998958919623769	2.44594477593775e-08
blue4	0.00244099455432447	6.21219664434676e-08	2.50193405877325e-06	0.000166732446366912	6.37451851789144e-07	1.18393946633204e-07	3.23701342873372e-05	0.0153099513084448	0.00370121776770051	0.0078757041274025	1.32383814839417e-05
chartreuse4	0.0668864588975653	6.71930586724935e-05	0.0040530783374658	5.53986954460092e-05	3.18766117230216e-11	7.1188686285501e-08	0.00269132763593412	2.96085967552279e-06	0.0066087751351256	0.000205007312584401	1.18339882380458e-06
coral2	0.0371797256005562	0.00186795583214494	0.000522356740538585	0.00721117871387333	0.0185261820387462	0.000373155745182035	6.32836596447843e-07	0.0516898654936953	0.283642471964223	0.464052888353069	0.22873387808574
darkgoldenrod2	0.625283694901012	0.0184751467670618	0.0338418169680481	0.243163735815925	2.89493717380176e-05	6.78947757140408e-09	0.000351121106805012	0.0101542078364875	0.0345814735347239	0.00200332475711617	0.0817711519438691
darkgoldenrod3	7.2437185324469e-05	4.35761581550912e-05	1.16584629103568e-05	0.00179129663783605	0.00162600254392408	0.000107353946338822	5.39411401266239e-06	0.0587729518691434	0.0134355561996493	0.000886475358065738	0.0235212885110079
darkorchid	0.0088893312393615	0.0178333317678291	0.0432142990140559	0.00203290035472271	0.022883916673302	0.0707460652990964	0.00110528377594107	0.00204375900186129	0.00685083018532012	0.000268278456559797	0.01027616180379
deeppink3	1.46708590662115e-10	1.69397720008052e-12	8.268604825243e-10	1.5589997515857e-09	6.43582123736375e-13	6.29452134694742e-10	1.71767745902984e-08	4.24103978082221e-06	8.54597804714512e-07	0.00104110350911539	4.00324447930204e-09
firebrick4	0.621961678369735	0.866600230131928	0.366456899650656	0.704158009716716	0.823594882230105	0.650740980143487	0.0552740606703629	0.308837018657835	0.200587322580025	0.197224091153061	0.655622884874634
ghostwhite	0.0179669870450817	0.0210924595495398	0.00338685204497831	0.0252462349102796	0.0149457436494997	0.00151946795041766	0.000134986484559347	0.0091351477387687	0.085541738723691	5.48414402446334e-05	0.0355995568678227
greenyellow	3.22715486724759e-05	0.000972456435110457	4.53622628543548e-09	4.66067201491188e-07	0.138398607618467	0.00657506190481224	1.58431911782036e-09	0.0603188635090905	0.0177914477529848	0.00181707714611028	1.92877054378298e-05
ivory3	1.05901386835159e-114	2.07340513781889e-117	1.36195295878078e-143	3.46789304702062e-119	6.01545270497946e-43	1.48615709839901e-73	2.93635958856729e-148	1.55077177911998e-39	1.00953858518654e-54	2.73291698689183e-70	6.70839351881021e-80
lavenderblush	0.000258607606335972	2.37535790074077e-05	0.00530664876071192	0.00101507371476587	0.0246276802328217	0.00197419596649616	4.42541087736419e-10	0.164425840710909	0.364319849832018	0.0105232352011464	0.153574517820229
lightcyan1	0.84601005706994	0.84965945510079	0.795794268727162	0.783307824537934	0.2016182069559	0.344767232438498	0.562955776053804	0.780746630457181	0.510433468108825	0.846599791150215	0.164198943984271
lightsalmon3	0.000125590886162814	8.73633554718935e-06	6.7314881311147e-10	5.489072047491e-07	0.000208381552073532	0.0045402875209086	3.01368236952792e-11	0.00279132649999672	0.000767973247790667	4.02647995708574e-05	2.60999574134453e-05
lightskyblue	0.00165338244105365	0.208424964690497	0.0590709826877893	0.0172880340411441	0.237930344281058	0.107261583531139	0.0222355342668695	0.484845014921989	0.359164294681756	0.464025218662671	0.114790295240948
lightsteelblue1	0.917224981157271	0.986827480884048	0.997043714562999	0.99763476778427	0.99658981753167	0.998671155241373	0.986716759029566	0.99414466546931	0.994847346724834	0.989658772887407	0.91991562950883
lightsteelblue4	0.00230378775722589	0.0454177366893408	0.0118527534623357	4.72050190260175e-05	0.000962145737787006	0.000330117948922272	0.000677242655803281	2.62559131529122e-06	2.7608254618308e-05	0.000101729043582894	0.000352111243962699
maroon	1.54541818555575e-06	8.95649662315187e-07	6.85174537917567e-05	9.15411527887308e-05	0.0123949253112946	0.0155349380675718	1.20176218789261e-05	0.0176369732470803	0.114164283712894	0.000228267571328208	0.0651494012792524
mediumorchid	0.396564241221733	0.739977555549229	0.16421810767457	0.0515222308642832	0.0499521245710405	0.179448682432987	0.0122889291671159	0.249936870810466	0.00363244218242212	0.13653571391737	0.000493778266818433
mediumorchid2	8.69009769684795e-05	3.59031351412885e-14	3.55847570580608e-10	1.6109047843098e-06	8.81327220832671e-14	1.84974361795637e-12	4.86209319490764e-08	0.00428010324388581	3.09992058635712e-06	0.778912381261845	8.61059884226973e-10
moccasin	1.26032570216214e-12	7.43823993884075e-19	3.46151218215193e-10	7.26540927825995e-11	1.89904812209669e-15	1.11657991528764e-07	3.35227495580645e-08	2.35730322249731e-07	1.05342725148405e-10	2.07488185082224e-06	1.46602669011185e-11
orangered2	6.14674791447128e-23	3.62387943838382e-15	9.73535181754025e-20	7.33428507354025e-16	2.13261837501927e-07	2.63119059129114e-10	6.01081432381782e-18	1.64440302413616e-12	1.15012020550593e-11	8.59113565883387e-19	1.65708853696171e-10
orangered4	5.01110883460527e-05	0.000429850389058822	0.00197011403624984	5.16922947838023e-06	0.000977230044133078	0.00447646841196096	3.28768310006731e-06	0.000465875088797532	0.00716628878595501	0.00879131774482975	0.0003821276669217
paleturquoise4	0.00111352827274082	0.0585570572300662	0.00244649754112812	0.000791907964986923	0.128248646934977	0.00993657694215404	0.000100956843403061	0.00225207419697688	0.0110988363452118	1.75584581365803e-05	0.0446741685719495
palevioletred2	0.165394734873997	0.010113131727551	0.0031693260592613	0.00168978131505463	0.0147131250745848	0.136655140426027	0.000136682859892246	0.307645555543739	0.350582238766305	0.255964468998073	0.0455798106948446
rosybrown3	0.0771327862014062	0.416609467177924	0.00769265059925568	0.051804368695884	0.00132527079775899	0.00643618228305222	0.00866498330990447	0.00016369756776217	0.000192497023190046	0.00351580576075573	3.24763219975738e-05
seagreen4	0.0915810708795681	0.0863717892975099	0.00365643983905704	0.00819803370407587	0.953472929376833	0.301905025746881	3.31190772067992e-06	0.0687886558597319	0.0964416572180298	0.0379339719902871	0.0015491548595917
tan3	0.677219579499761	0.146489816569358	0.230361825519384	0.261934284508128	0.0569353075668211	0.149649824146616	0.423597687527964	0.00927136422227072	0.0905362831440804	0.0984620257860585	0.00443963757242298
tan4	4.23734994496624e-66	3.17330950875502e-57	2.31301138458433e-58	5.55199654181135e-54	9.45083050059744e-42	1.22059418389325e-45	9.77676654996961e-57	3.36123267208162e-34	8.17552151661095e-41	1.48496731480791e-34	1.59917198770479e-42
tomato2	6.78008442966876e-06	4.9410370001686e-08	3.09216467979069e-10	3.65655549722918e-09	8.4217905488392e-07	1.59228017053548e-09	3.10837809200102e-15	1.88264218266712e-09	3.47397136758266e-08	9.59825870641916e-09	1.21622628787823e-10
darksalmon	5.13962555839619e-06	2.02628649860869e-05	0.00451803754937942	2.69627457957649e-07	1.21327145133473e-08	2.77425249278172e-11	1.97733410898013e-05	2.19908369878753e-12	1.42655956412487e-05	1.43310192110364e-13	0.00139738664575203
darkseagreen2	0.00619601803183269	9.20252000209984e-06	0.00120866842767057	4.36128140950674e-05	0.00459227576516642	0.133282829588804	0.0128414459669003	0.0257518598753694	1.17445119654637e-08	2.54027416026555e-09	0.637504784460139
lightcoral	0.0256174245126845	8.81709862559454e-06	5.12659009381551e-05	0.000531032324264938	7.44230633628033e-05	0.000101433402441954	0.000491190371283567	0.0372148826228994	0.0261381965965246	0.00306554814209417	0.00151296239448629
limegreen	2.66883012583563e-13	2.04598585657694e-18	1.59059002794467e-08	2.58752912640737e-11	1.84674199894292e-44	2.29351641963025e-32	1.13731304700818e-09	4.2633991775595e-11	9.02835334373994e-27	0.000740971933780161	6.5904684473949e-31
magenta	0.000634620546921755	4.43960763771347e-14	3.32890781124519e-09	1.82818449258346e-05	1.52537730884686e-12	2.49929100595534e-14	1.8161480076139e-07	0.0169569712717362	9.0090202322996e-06	0.489077880005519	3.08070892684088e-08
mistyrose2	6.92671493305398e-05	7.09172155131902e-05	8.75240660803258e-05	0.00107315230494723	0.095883875956639	0.0753191811761611	0.00291124251491666	0.00974546451276214	0.0166697761691854	2.80791733493019e-06	0.0219370463915095
peachpuff	5.09003316436122e-14	2.86025885246099e-11	5.47822699485736e-12	4.72622416423695e-11	7.18734248783735e-05	3.37512174467258e-07	4.16358399532694e-11	4.25229040238436e-08	2.50849655260221e-07	6.31257020954145e-16	1.95285705027172e-06
violetred4	9.60506543111469e-08	6.02726633217561e-06	0.000531086042862189	0.000114334678858196	0.00380367171550424	0.00031675003653719	0.000511780325058848	0.0028732756262044	0.0337332337541333	7.36455136341477e-10	0.0479567252443035
blanchedalmond	3.51132357429043e-09	5.65790274096798e-08	2.27685305518328e-08	1.18830088445541e-05	2.01316524647628e-06	2.20201792637753e-06	1.43193890714365e-07	1.21882981588616e-07	4.5981567977708e-06	9.31869230362575e-05	0.000915092043981301
chartreuse	1.17265054546619e-05	0.000518380498426116	0.00136351789461493	0.00463895530209563	0.000160880458574957	0.00894911473940638	0.0118171125435988	1.23293716836543e-05	0.0184413687489306	1.07233770118472e-12	0.132306873425936
chartreuse2	5.05126931774505e-13	4.11882755143367e-10	1.12218923394334e-07	1.33396383339272e-07	1.77162978243069e-12	4.76179139327736e-10	4.61360218040916e-07	1.79884426991516e-40	1.52793988516165e-31	2.39710286541723e-32	2.17743042334041e-08
cyan	0.00764342431533129	0.000129413091351227	0.00636189146854626	1.89650408260456e-05	1.17759963184715e-05	1.50086108268162e-08	0.000259943726139238	2.0301526340998e-18	0.228366682567256	0.000256868512557687	0.369464150866979
gold2	0.954553373431261	0.873931020854713	0.959965148484051	0.911787217920208	0.953677477875119	0.936195196814723	0.979589783530944	0.993379563046981	0.997350878830431	0.937588188149565	0.811840779514255
lavender	0.00547528473231563	7.576452847421e-05	0.00749683786494197	0.00104848041768934	1.28758181541993e-07	2.72667710796837e-07	0.000978553691824521	2.78571987119795e-10	3.10546771612194e-07	5.6947963283299e-05	0.000504993803972085
lemonchiffon4	1.82921076256878e-11	2.38953836498525e-07	6.89916867580276e-11	7.16084878171502e-09	0.054032936342651	0.000367194691608694	1.88453212487157e-09	4.03801310830613e-31	2.56138602432917e-13	1.19108762898963e-30	0.00402156519009448
lightblue3	2.7132482064249e-19	2.19735186383223e-13	6.35726544702623e-12	1.08056123590566e-11	9.58488253246467e-18	1.27303636982168e-15	4.10963092421077e-11	5.00651041702822e-16	1.17214528056325e-16	6.18834604905109e-13	9.242885462591e-13
lightgoldenrod3	0.163284332304036	0.168917699160355	0.676431779824525	0.0722941712599567	5.57361670666367e-05	0.00194021629553044	0.290500533675642	1.7406797419301e-06	0.0770497139834893	0.000251313077639713	0.00238860584945928
lightsteelblue3	1.97773253004366e-42	9.00864923314758e-30	2.39075443415787e-33	2.7545963158871e-34	2.09068261163831e-22	4.87342083349782e-36	1.15695629321788e-31	3.70748593611683e-71	3.34837756454732e-48	8.37565269827677e-64	1.19884662203213e-29
mediumpurple4	0.000157041192050608	6.6592707669967e-27	5.68548550377971e-07	2.76624743403301e-07	3.2965449669699e-91	1.80859862271234e-66	2.39036845454339e-06	8.42659775711871e-17	4.84535689700657e-39	0.999979420094487	9.44358327346389e-68
mediumvioletred	8.11405217890649e-09	7.05213777954197e-06	0.000173494604777806	2.8284025795085e-05	0.00010722754835238	2.13980098817053e-05	0.00142213414828757	5.04462939300205e-09	2.89247414869535e-08	7.93150136394351e-12	0.00125675346598198
peachpuff3	0.712001565363378	0.0121442560732548	0.0569522672902862	0.00592659041171864	0.0125314703210556	0.206454910663238	0.107673038569472	0.109031928985463	9.45698952720774e-06	0.00491513593515357	0.717329745129995
purple4	0.00553672518006305	0.0135626339290042	0.015689184016368	0.0116468890775969	0.560520179077135	0.0738433646161626	0.0367252066108897	1.11787330432775e-08	0.00965955056868052	0.000298169811944123	0.00939850738961284
rosybrown1	0.415544060711984	0.574713022101683	0.659998907783672	0.984659498860114	0.92661842117258	0.901806953278743	0.881695442909202	0.790098435079778	0.130033268884136	0.711086135155017	8.37967642376801e-05
salmon2	0.00985998540605636	0.00552966329279531	0.322043337367406	0.0312624264776744	0.00099288227155997	0.0163611396397118	0.449442250729244	0.104249084262847	0.963962489668749	0.179419395822946	0.363822605365526
seashell	0.233816445478395	1.28994043560855e-07	3.98881200328883e-06	0.0757271870695364	1.58099302200876e-07	2.22024924523856e-09	0.000442936327629163	0.294968016264792	0.0214235912206882	0.639932971664452	3.10707807178452e-05
sienna2	0.000131967648367165	1.87438932679666e-07	0.00686027762239955	0.0135218449820018	9.1574865007049e-09	0.000596082028581984	0.145519834890893	2.23831466103591e-19	4.86308074486056e-25	3.40777012831351e-09	0.00831589421252787
slateblue3	4.3915676522644e-06	0.00245277759392122	0.00398100055397058	0.0149231427172791	0.00243493958704033	0.113167131156065	0.00898821232277047	0.000356250513361887	0.0104531806983894	0.000175746170762189	0.0322668411045961
bisque4	0.620105305177054	0.984360889634752	0.877166906399955	0.6434223687132	0.773413523370675	0.923673286443539	0.874379589433513	0.63875082075216	0.329061048234246	0.500270562234847	0.850162454765441
cadetblue	0.0274667448582575	0.017438792615849	0.000384435579107387	0.00164588669171119	0.00134539405145338	0.00509765931753332	0.000144448331685276	0.00916019284945382	0.000820325026850262	5.54143133532364e-05	2.12038007012732e-05
coral1	2.30621874637698e-11	4.61802828386131e-08	7.85385788358453e-08	2.68205724049572e-06	4.75645483641841e-07	3.49927796970188e-09	3.20546882938293e-07	1.16161346809591e-10	2.75464705073534e-12	3.80082854461434e-09	1.03778780733988e-09
cornflowerblue	0.00066362426773175	0.0309405295783471	0.0201633770310202	0.00136208826807613	0.048890083255263	0.181622828350819	0.0236918134174744	0.0837387831012554	0.00950223057680183	0.0212322225200273	0.0698180213329954
cornsilk	0.0116474582732833	0.0320592887236058	0.00291658450539183	0.000504356670595384	0.211000566895881	0.236482123758341	0.000972861914062117	0.00683405505289449	1.20086254379791e-05	1.94298365251769e-05	0.00100647034638061
dodgerblue1	0.915194706594312	0.17499737054718	0.992277857004057	0.5741338563682	4.4194135271294e-12	0.0013846102238047	0.945806638760751	0.999453387625176	0.00212563786258554	0.999998485126174	6.90901651982685e-08
floralwhite	0.178136663259044	0.219303436500237	0.0629582310370241	0.0740645924882327	0.647559988006528	0.165047706370946	0.0184846973949036	0.034603362472898	0.023006668448319	0.00166785002488314	0.0784223975180845
khaki1	0.00784878421621552	0.00288744405567342	0.010261112031875	0.000819861413371176	0.000149697884864947	3.65449676898084e-05	0.0617037799742292	0.00200451876386592	9.02512318933762e-05	0.000733602885805629	3.46516809257552e-05
lemonchiffon	0.398504813448826	0.0305128413140462	0.000806516411461873	0.0194948518935438	0.51948576688211	0.53647520163032	0.000304379077336171	0.00556447410920179	0.000442715799155801	6.68348347803716e-06	0.00243924137326641
lightpink3	1.02546854213142e-117	4.3662507106228e-66	4.61077743635367e-68	2.95000460464579e-75	8.79021510353454e-54	4.27576115804315e-79	1.06149758245796e-69	4.12966848954299e-172	2.445116048376e-283	1.46407197142222e-138	5.1901154995327e-72
lightskyblue1	0.00095774233331155	0.0400227067522315	0.00359921306997375	0.364892408717213	0.0177798843685687	0.0824149993990152	0.0691446211353983	0.000250894450111353	5.17864553390079e-09	0.351689630898155	3.03720749020235e-05
maroon1	0.527073779784751	0.359978387179563	0.398850191616787	0.400860491635926	0.110833401413901	0.105273899478668	0.434021480418665	0.263380730518584	0.196531570154776	0.200852797424676	0.796469670096883
maroon2	2.33153975578326e-07	6.92917535800372e-06	1.15420250755381e-05	3.44850331484523e-09	1.52426502360554e-08	3.50315919346334e-07	8.4973252484706e-07	7.03426532873569e-12	3.07178901160447e-11	7.43392549132299e-15	1.82508183142198e-09
orangered	0.000892823855379019	5.41425230977377e-08	3.2437423446842e-05	0.0143997725002758	8.30154212511404e-15	1.03725641960684e-10	0.000945624491330378	7.18188428543161e-05	8.88644017113993e-09	0.629654949704501	1.65037931165964e-09
palegreen3	1.07574693064761e-09	8.73352556725294e-19	4.49533172525816e-12	9.22858323919774e-13	4.99393212246062e-24	1.29898472680233e-12	3.14735139141877e-12	9.0773218468171e-29	1.57064805382222e-14	8.30871384085932e-24	6.54244379434722e-08
slateblue1	0.099783262183763	2.37627036584449e-12	1.18499917633617e-06	0.0103141107363234	4.30148044258625e-20	1.56366148073104e-21	0.000300710733969203	0.0392099573767652	0.000735230353348217	0.948264506652447	5.60214077236829e-09
snow1	0.195666368751481	0.257631685172776	0.440500496431132	0.36398802322643	0.00148936255197414	0.0696255275357696	0.487725524048612	0.000553415559874395	0.000538976115652003	0.0176662646330896	0.0749123583986549
springgreen4	0.000706729588898417	7.73822408129978e-05	1.47239790687517e-05	1.32980664674308e-07	0.000104679760391893	0.00120231225892059	1.40844327328051e-08	1.03127818818168e-07	1.86352091649535e-05	9.65735673498658e-10	0.000307396191440429
yellow4	0.00762625165247617	0.205619413544972	0.460248823217622	0.0318032903889043	0.149410265271072	0.0987508178530545	0.386160971090568	0.00149729693135684	0.000537466555898904	6.11779767501178e-05	0.0537959109912227
blue2	1.27026262458404e-08	2.43799473053128e-09	3.17278927837616e-13	1.71316725260009e-11	7.56121410957336e-12	3.6178810562455e-11	9.71096507911534e-15	2.24613473118703e-13	2.78678628387993e-11	1.2280628614245e-13	4.56072252292052e-19
brown4	0.104300596463674	0.341293224660687	0.0160488854562584	0.00446425805855317	0.0861792877103967	0.120615209500754	0.00173096089525447	5.65226041706025e-06	3.46553632962731e-05	5.14437915204322e-09	8.87715202111925e-08
chocolate4	5.23673543406461e-08	4.05203576946348e-05	1.04626363827722e-08	9.46037947341517e-12	5.99760905976258e-05	0.000109627469185152	2.48977095609572e-12	4.4937415654336e-12	7.65513771255869e-10	4.57869224364495e-22	4.16733472333548e-19
coral3	0.00961212969918396	1.7774831073067e-05	0.0129073804975358	0.000228086281852236	6.85714547390208e-05	0.00111266073749963	0.00134930046984458	2.88246146236097e-06	4.12645916474566e-06	0.0480160050769566	3.15573103281299e-06
darkblue	1.00973522908993e-06	1.68175602169897e-19	4.35810349293565e-13	4.21155541463498e-10	3.02220324289118e-23	2.41813558835838e-22	9.96428836775456e-10	8.46806765817336e-05	6.47077224589387e-09	0.378899984680852	1.27234193300342e-17
darkgoldenrod1	0.000184696411795024	4.73533877075099e-06	1.34054080888427e-07	7.9480024991928e-06	0.00323665389698394	0.00737933961747192	1.49190710203119e-05	0.0131940780834821	0.00492283710669469	0.00550201751997729	1.15040640448086e-16
darkgoldenrod4	0.506244069181783	0.0104600536019467	0.63926552022345	0.0618703950695731	3.4029154467913e-18	6.57372419316645e-08	0.493603977948186	0.809672332784612	4.99748579034689e-05	0.999941246056146	7.25607868871901e-18
darkolivegreen1	0.078597408587766	0.328349791483206	0.146622301060938	0.107463809381744	0.607124721649327	0.139222745173053	0.192611202026148	0.00608581530304091	0.0852710439547373	0.0237365617004422	0.287722031885205
darkolivegreen3	0.113179142873363	0.387695553751953	0.055884735329307	0.139918663805497	0.324327749383443	0.0754636169481615	0.00582193212619309	0.248378690115558	0.0318570581039554	0.00242586581157571	0.000548033989408301
darkviolet	0.915685900056254	0.686523193963149	0.765833261180498	0.767705603993663	0.647218344104886	0.0310696350918896	0.717693623901739	0.556143132790803	0.328341684493232	0.502547241055243	0.0610292107003236
deeppink	1.20845392388569e-14	1.41547543124191e-10	1.96941192937508e-10	2.63211404207842e-09	1.23861158322205e-07	3.28924547710961e-06	2.41700750655943e-09	6.06271097312365e-05	1.59962978996708e-05	7.99610522299352e-06	1.68412796151127e-08
deeppink1	4.13771392799091e-12	4.06683566867358e-18	3.41630705444573e-17	3.09736541626582e-14	1.15895576317892e-08	1.44530535196384e-08	2.20219507576752e-18	5.69037702498506e-09	2.89389491432246e-07	3.0315299381667e-10	1.67637307508186e-20
deeppink4	0.0416690086086031	0.00780321258611031	0.00203052564138236	0.00862959943948786	0.000586227902382508	0.0953006299675771	0.0234869709318902	0.176939414401337	0.0541443789686586	0.0437599834788736	0.000276668569840908
gold4	0.524106846039387	0.0619664585888221	0.728315256500242	0.109938421662788	0.00585757512805828	0.0320546197271183	0.312669244881266	0.00719435141991573	0.0261319848781681	0.303829047256614	0.000291060226232863
goldenrod	0.0836457368214621	0.0462137448530158	0.0968140188552939	0.0112046867445205	0.0131280712032619	0.265806781892491	0.0796598923784107	0.0714961962800488	0.0107290921508509	0.00594099158667316	0.226666746256334
lightskyblue4	0.32491457627731	0.000190326457960162	0.00105139298777591	0.252166678496576	6.48695457827012e-05	1.30525173040313e-05	0.0220557192903105	0.185714467228236	0.171880505592905	0.600986072689676	2.09443251089681e-05
navajowhite2	4.7399313445054e-14	6.01824168950227e-11	2.64684872968348e-13	1.05858210451131e-10	3.14262666296638e-07	1.34649692031291e-09	1.50336369810855e-12	1.86409285044133e-07	1.60166941093874e-07	1.06017940985938e-07	4.36379499763745e-15
navyblue	0.00532461810972577	0.000545555989128024	0.0299232319415822	0.00205255705229728	0.0017938529826074	0.0030953107081843	0.00449405489237866	7.06244715394072e-08	0.000275948843338924	1.78803622943989e-05	3.32072373586121e-23
orange	0.00147261846994181	0.0527206582447389	0.0160874022209962	0.0892126880041242	0.52679564894106	0.428203983139364	0.0204763186319952	0.0456117439319557	0.08469285568265	6.61247175078819e-05	1.82209037526479e-10
orange3	0.299591506341897	0.0316710678441343	0.0827102458421475	0.108892298511441	0.000199280294916636	0.0182003851347188	0.0894477243899396	0.1868703555655	0.109795645880045	0.117704414312824	6.47650896840244e-05
paleturquoise2	0.00103230985387532	0.003448140064865	0.000923366345072639	0.00556126378558469	0.184213503142012	0.00575814266289796	0.00046471355851445	0.00307277452188521	0.000192373159752335	0.000124539714871469	0.000165435531392479
palevioletred4	0.238712276814214	0.639070874958405	0.114127179767266	0.143227274590978	0.332974905121349	0.603238851792691	0.0365197216462532	0.194461850501618	0.618095844499052	0.0281636279485858	0.581636354232633
plum1	0.0439506561791409	0.0672823372875396	0.336660465702589	0.345552712302521	0.0227769530964289	0.0610877260077024	0.313919875039624	0.0337101048047313	0.298595727181386	0.193660462678294	1.58636360874339e-05
royalblue4	0.394462005270178	0.597428899985925	0.523084562719458	0.541171439014345	0.232024714775764	0.278852352925889	0.742094621444882	0.000864779248960742	0.00221841990766669	0.000204681794704692	0.17831301938007
turquoise1	5.15074175850367e-58	1.54389416295868e-43	1.25384128616087e-46	1.80028962670886e-42	3.87312069934033e-28	2.08064071622423e-34	4.16858830950576e-45	1.79352025262377e-30	6.13217753443807e-33	5.03711144304579e-29	1.21884653797075e-57
