dataset,annotation,turcot2018_s21_mendelian_obesity_genes.mapped,turcot2018_table1_rare_variants.mapped,yazdi2015_table1_mouse_obesity_genes.mapped,human_psd_genes.pers_hmg2016_table_s12,mouse_psd_genes.pers_hmg2016_table_s13,combined_rare_mendelian_obesity,locke_nearest,locke_associated
Mousebrain,SCGLU10,0.299707214307567,0.163709118878187,0.184615195009561,0.0484341335104646,6.54005902589242e-4,0.146736027598703,0.438936372846597,0.163338618228597
Mousebrain,SCGLU2,0.864276243899881,0.00839046637999336,0.113380733870935,2.08061189713608e-10,1.53892526753277e-8,0.566564944797402,0.170320802494335,0.0621378575862648
Mousebrain,SCGLU3,0.022409699155562,0.00800651460463588,0.105914185823259,3.4497181586984e-5,4.57975923000842e-4,0.00427191439469968,0.0897940965519616,0.0167167563322782
Mousebrain,SCGLU4,0.104870917567819,0.00531394960978428,0.333634398878045,2.74591701019676e-6,5.0002423632198e-7,0.0450130164044297,0.213704061050174,0.538928587371632
Mousebrain,SCGLU5,0.501048517735595,0.14569436290902,0.47673307141359,0.311738592824848,0.571085590293459,0.258704702968855,0.257370465648372,0.354918682929979
Mousebrain,SCGLU6,0.0251868177177974,0.0551159785748124,0.160488406158774,0.999631605798036,0.994647455591371,0.0138762410198804,0.0230646631182672,0.113313424817893
Mousebrain,SCGLU7,0.36125866098908,0.414522352087302,0.51748836377716,0.561139335128667,0.73634269506158,0.307739030542939,0.0408810893557926,0.0689132576796727
Mousebrain,SCGLU8,0.0266786884055241,0.495778444660484,0.804701725033395,0.668215233362291,0.323081321726034,0.035546960731088303,0.0454939322609382,0.0768549768450352
Mousebrain,SCGLU9,0.38429942412196,0.545194234732996,0.615727051979176,0.30403977128631,0.23199411920635,0.383468395614808,0.221051095114143,0.732285676664996
Mousebrain,SCHW,0.92900736230378,0.583512825655758,0.393660749214533,0.644285138855168,0.987579166218933,0.905694548117896,0.90493455289384,0.982114861855915
Mousebrain,SCINH1,0.00412748079409994,0.0505680611283823,0.00597002127240665,4.62056288561796e-16,4.11849130930148e-12,5.28345663251689e-4,0.0229288657985348,0.0019599259994232
Mousebrain,SCINH10,0.327079229222094,0.159850190240168,0.0494403745491632,0.00498090662051524,0.00159479147109059,0.324718375750718,0.298082680467579,0.453795478368219
Mousebrain,SCINH11,0.0982621303034228,0.575545652325375,0.637291226106547,0.103734320383654,0.244847194798076,0.125782740924803,0.837285573080876,0.65706523991709
Mousebrain,SCINH2,0.126024508265361,6.8043106832371e-4,0.00366813446511867,1.25832125273289e-15,7.74783550075802e-12,0.0322595305994877,0.0126859683538034,4.57110436065906e-4
Mousebrain,SCINH3,0.0668466950845584,3.97438504714084e-4,0.263525179859975,0.0396780580476309,0.0233008884121764,0.00432894264026367,0.0496454020200126,0.379406357011656
Mousebrain,SCINH4,0.0560318099581818,0.139854023861332,0.0437636516230828,0.24961068563094,0.0055731268230656,0.0203183781382517,0.123272327191971,0.274537343188144
Mousebrain,SCINH5,0.316975071950344,0.316469503684702,0.850631492468063,1.44255241729893e-12,2.133580498912e-13,0.217948522172321,0.724104270298934,0.60540958337927
Mousebrain,SCINH6,0.481322438271639,0.755142064112077,0.561826865815211,8.65918355385616e-4,2.42812823468351e-4,0.571052616089991,0.757762854708996,0.738342412785276
